BioSample,LibraryName,refGenome,fq1,fq2,lat,long,Organism,Run,BioProject
B2213,CCGPMC010_B2213_S2,mUrsAme1.4.p_ctg,CCGPMC010_B2213_S2_R1_001.fastq.gz,CCGPMC010_B2213_S2_R2_001.fastq.gz,38.797501,-119.773316,59-Ursus,CCGPMC010_B2213_S2,59-Ursus
B2213,CCGPMC010_B2213_S74_L002,mUrsAme1.4.p_ctg,CCGPMC010_B2213_S74_L002_R1_001.fastq.gz,CCGPMC010_B2213_S74_L002_R2_001.fastq.gz,38.797501,-119.773316,59-Ursus,CCGPMC010_B2213_S74_L002,59-Ursus
B2340,CCGPMC010_B2340_S1,mUrsAme1.4.p_ctg,CCGPMC010_B2340_S1_R1_001.fastq.gz,CCGPMC010_B2340_S1_R2_001.fastq.gz,39.267264,-121.315072,59-Ursus,CCGPMC010_B2340_S1,59-Ursus
B2340,CCGPMC010_B2340_S73_L002,mUrsAme1.4.p_ctg,CCGPMC010_B2340_S73_L002_R1_001.fastq.gz,CCGPMC010_B2340_S73_L002_R2_001.fastq.gz,39.267264,-121.315072,59-Ursus,CCGPMC010_B2340_S73_L002,59-Ursus
B2275,CCGPMC019c_B2275_S61,mUrsAme1.4.p_ctg,CCGPMC019c_B2275_S61_R1_001.fastq.gz,CCGPMC019c_B2275_S61_R2_001.fastq.gz,40.207869,-121.928331,59-Ursus,CCGPMC019c_B2275_S61,59-Ursus
B2341,CCGPMC019c_B2341_S60,mUrsAme1.4.p_ctg,CCGPMC019c_B2341_S60_R1_001.fastq.gz,CCGPMC019c_B2341_S60_R2_001.fastq.gz,39.379653,-121.212857,59-Ursus,CCGPMC019c_B2341_S60,59-Ursus
B2296,CCGPMC019c_B2296_S59,mUrsAme1.4.p_ctg,CCGPMC019c_B2296_S59_R1_001.fastq.gz,CCGPMC019c_B2296_S59_R2_001.fastq.gz,41.431085,-121.911247,59-Ursus,CCGPMC019c_B2296_S59,59-Ursus
B2631,CCGPMC019c_B2631_S57,mUrsAme1.4.p_ctg,CCGPMC019c_B2631_S57_R1_001.fastq.gz,CCGPMC019c_B2631_S57_R2_001.fastq.gz,41.636418,-120.785555,59-Ursus,CCGPMC019c_B2631_S57,59-Ursus
B2338,CCGPMC019c_B2338_S58,mUrsAme1.4.p_ctg,CCGPMC019c_B2338_S58_R1_001.fastq.gz,CCGPMC019c_B2338_S58_R2_001.fastq.gz,39.664735,-122.578237,59-Ursus,CCGPMC019c_B2338_S58,59-Ursus
B2638,CCGPMC019c_B2638_S56,mUrsAme1.4.p_ctg,CCGPMC019c_B2638_S56_R1_001.fastq.gz,CCGPMC019c_B2638_S56_R2_001.fastq.gz,38.525353,-122.315481,59-Ursus,CCGPMC019c_B2638_S56,59-Ursus
B2629,CCGPMC019c_B2629_S55,mUrsAme1.4.p_ctg,CCGPMC019c_B2629_S55_R1_001.fastq.gz,CCGPMC019c_B2629_S55_R2_001.fastq.gz,35.395805,-120.367595,59-Ursus,CCGPMC019c_B2629_S55,59-Ursus
B2478,CCGPMC019c_B2478_S46,mUrsAme1.4.p_ctg,CCGPMC019c_B2478_S46_R1_001.fastq.gz,CCGPMC019c_B2478_S46_R2_001.fastq.gz,34.23793,-118.03668,59-Ursus,CCGPMC019c_B2478_S46,59-Ursus
B2644,CCGPMC019c_B2644_S54,mUrsAme1.4.p_ctg,CCGPMC019c_B2644_S54_R1_001.fastq.gz,CCGPMC019c_B2644_S54_R2_001.fastq.gz,35.378439,-120.694463,59-Ursus,CCGPMC019c_B2644_S54,59-Ursus
B1646,CCGPMC019c_B1646_S52,mUrsAme1.4.p_ctg,CCGPMC019c_B1646_S52_R1_001.fastq.gz,CCGPMC019c_B1646_S52_R2_001.fastq.gz,34.226869,-117.140703,59-Ursus,CCGPMC019c_B1646_S52,59-Ursus
B2464,CCGPMC019c_B2464_S45,mUrsAme1.4.p_ctg,CCGPMC019c_B2464_S45_R1_001.fastq.gz,CCGPMC019c_B2464_S45_R2_001.fastq.gz,41.012526,-120.890294,59-Ursus,CCGPMC019c_B2464_S45,59-Ursus
B2488,CCGPMC019c_B2488_S49,mUrsAme1.4.p_ctg,CCGPMC019c_B2488_S49_R1_001.fastq.gz,CCGPMC019c_B2488_S49_R2_001.fastq.gz,34.66612,-118.958237,59-Ursus,CCGPMC019c_B2488_S49,59-Ursus
B2468,CCGPMC019c_B2468_S48,mUrsAme1.4.p_ctg,CCGPMC019c_B2468_S48_R1_001.fastq.gz,CCGPMC019c_B2468_S48_R2_001.fastq.gz,35.695006,-118.609581,59-Ursus,CCGPMC019c_B2468_S48,59-Ursus
B2453,CCGPMC019c_B2453_S44,mUrsAme1.4.p_ctg,CCGPMC019c_B2453_S44_R1_001.fastq.gz,CCGPMC019c_B2453_S44_R2_001.fastq.gz,40.554706,-122.766964,59-Ursus,CCGPMC019c_B2453_S44,59-Ursus
B2541,CCGPMC019c_B2541_S51,mUrsAme1.4.p_ctg,CCGPMC019c_B2541_S51_R1_001.fastq.gz,CCGPMC019c_B2541_S51_R2_001.fastq.gz,38.141169,-119.228388,59-Ursus,CCGPMC019c_B2541_S51,59-Ursus
B2466,CCGPMC019c_B2466_S47,mUrsAme1.4.p_ctg,CCGPMC019c_B2466_S47_R1_001.fastq.gz,CCGPMC019c_B2466_S47_R2_001.fastq.gz,41.003747,-121.383917,59-Ursus,CCGPMC019c_B2466_S47,59-Ursus
B2485,CCGPMC019c_B2485_S50,mUrsAme1.4.p_ctg,CCGPMC019c_B2485_S50_R1_001.fastq.gz,CCGPMC019c_B2485_S50_R2_001.fastq.gz,34.749707,-119.357484,59-Ursus,CCGPMC019c_B2485_S50,59-Ursus
B2490,CCGPMC019c_B2490_S43,mUrsAme1.4.p_ctg,CCGPMC019c_B2490_S43_R1_001.fastq.gz,CCGPMC019c_B2490_S43_R2_001.fastq.gz,39.995311,-121.159054,59-Ursus,CCGPMC019c_B2490_S43,59-Ursus
