BioSample,LibraryName,refGenome,fq1,fq2,lat,long,Organism,Run,BioProject
MVZCCGP-Cst89_I-F06,MVZCCGP-Cst89_I-F06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst89_I-F06_R1.fastq.gz,MVZCCGP-Cst89_I-F06_R2.fastq.gz,33.65903,-116.67267,41-Cyanocitta,MVZCCGP-Cst89_I-F06,41-Cyanocitta
MVZCCGP-Cst91_I-H06,MVZCCGP-Cst91_I-H06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst91_I-H06_R1.fastq.gz,MVZCCGP-Cst91_I-H06_R2.fastq.gz,36.37714,-120.63529,41-Cyanocitta,MVZCCGP-Cst91_I-H06,41-Cyanocitta
MVZCCGP-Cst92_II-B05,MVZCCGP-Cst92_II-B05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst92_II-B05_R1.fastq.gz,MVZCCGP-Cst92_II-B05_R2.fastq.gz,32.90579,-116.45769,41-Cyanocitta,MVZCCGP-Cst92_II-B05,41-Cyanocitta
MVZCCGP-Cst93_II-C05,MVZCCGP-Cst93_II-C05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst93_II-C05_R1.fastq.gz,MVZCCGP-Cst93_II-C05_R2.fastq.gz,32.90579,-116.45769,41-Cyanocitta,MVZCCGP-Cst93_II-C05,41-Cyanocitta
MVZCCGP-Cst94_I-A07,MVZCCGP-Cst94_I-A07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst94_I-A07_R1.fastq.gz,MVZCCGP-Cst94_I-A07_R2.fastq.gz,32.90095,-116.476,41-Cyanocitta,MVZCCGP-Cst94_I-A07,41-Cyanocitta
MVZCCGP-Cst95_II-D05,MVZCCGP-Cst95_II-D05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst95_II-D05_R1.fastq.gz,MVZCCGP-Cst95_II-D05_R2.fastq.gz,32.90095,-116.476,41-Cyanocitta,MVZCCGP-Cst95_II-D05,41-Cyanocitta
MVZCCGP-Cst97_I-B07,MVZCCGP-Cst97_I-B07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst97_I-B07_R1.fastq.gz,MVZCCGP-Cst97_I-B07_R2.fastq.gz,35.53973,-121.08834,41-Cyanocitta,MVZCCGP-Cst97_I-B07,41-Cyanocitta
MVZCCGP-Cst96_II-F07,MVZCCGP-Cst96_II-F07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst96_II-F07_R1.fastq.gz,MVZCCGP-Cst96_II-F07_R2.fastq.gz,35.54067,-121.07362,41-Cyanocitta,MVZCCGP-Cst96_II-F07,41-Cyanocitta
MVZCCGP-Cst98_I-C07,MVZCCGP-Cst98_I-C07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst98_I-C07_R1.fastq.gz,MVZCCGP-Cst98_I-C07_R2.fastq.gz,35.26329,-120.41808,41-Cyanocitta,MVZCCGP-Cst98_I-C07,41-Cyanocitta
MVZCCGP-Cst99_I-D07,MVZCCGP-Cst99_I-D07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst99_I-D07_R1.fastq.gz,MVZCCGP-Cst99_I-D07_R2.fastq.gz,35.26329,-120.41808,41-Cyanocitta,MVZCCGP-Cst99_I-D07,41-Cyanocitta
MVZCCGP-Cst100_I-E07,MVZCCGP-Cst100_I-E07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst100_I-E07_R1.fastq.gz,MVZCCGP-Cst100_I-E07_R2.fastq.gz,35.26003,-120.39668,41-Cyanocitta,MVZCCGP-Cst100_I-E07,41-Cyanocitta
MVZCCGP-Cst102_I-G07,MVZCCGP-Cst102_I-G07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst102_I-G07_R1.fastq.gz,MVZCCGP-Cst102_I-G07_R2.fastq.gz,34.73706,-119.98968,41-Cyanocitta,MVZCCGP-Cst102_I-G07,41-Cyanocitta
MVZCCGP-Cst101_I-F07,MVZCCGP-Cst101_I-F07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst101_I-F07_R1.fastq.gz,MVZCCGP-Cst101_I-F07_R2.fastq.gz,34.73832,-119.98586,41-Cyanocitta,MVZCCGP-Cst101_I-F07,41-Cyanocitta
MVZCCGP-Cst103_I-H07,MVZCCGP-Cst103_I-H07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst103_I-H07_R1.fastq.gz,MVZCCGP-Cst103_I-H07_R2.fastq.gz,34.73179,-119.97979,41-Cyanocitta,MVZCCGP-Cst103_I-H07,41-Cyanocitta
MVZCCGP-Cst108_I-D08,MVZCCGP-Cst108_I-D08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst108_I-D08_R1.fastq.gz,MVZCCGP-Cst108_I-D08_R2.fastq.gz,37.06557,-122.14427,41-Cyanocitta,MVZCCGP-Cst108_I-D08,41-Cyanocitta
MVZCCGP-Cst109_I-E08,MVZCCGP-Cst109_I-E08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst109_I-E08_R1.fastq.gz,MVZCCGP-Cst109_I-E08_R2.fastq.gz,37.08902,-122.08779,41-Cyanocitta,MVZCCGP-Cst109_I-E08,41-Cyanocitta
MVZCCGP-Cst107_I-C08,MVZCCGP-Cst107_I-C08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst107_I-C08_R1.fastq.gz,MVZCCGP-Cst107_I-C08_R2.fastq.gz,37.05421,-122.06067,41-Cyanocitta,MVZCCGP-Cst107_I-C08,41-Cyanocitta
MVZCCGP-Cst106_I-B08,MVZCCGP-Cst106_I-B08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst106_I-B08_R1.fastq.gz,MVZCCGP-Cst106_I-B08_R2.fastq.gz,37.38311,-121.74264,41-Cyanocitta,MVZCCGP-Cst106_I-B08,41-Cyanocitta
MVZCCGP-Cst105_II-E05,MVZCCGP-Cst105_II-E05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst105_II-E05_R1.fastq.gz,MVZCCGP-Cst105_II-E05_R2.fastq.gz,37.38311,-121.74264,41-Cyanocitta,MVZCCGP-Cst105_II-E05,41-Cyanocitta
MVZCCGP-Cst104_I-A08,MVZCCGP-Cst104_I-A08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst104_I-A08_R1.fastq.gz,MVZCCGP-Cst104_I-A08_R2.fastq.gz,37.38311,-121.74264,41-Cyanocitta,MVZCCGP-Cst104_I-A08,41-Cyanocitta
MVZCCGP-Cst111_I-G08,MVZCCGP-Cst111_I-G08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst111_I-G08_R1.fastq.gz,MVZCCGP-Cst111_I-G08_R2.fastq.gz,40.52184,-121.47357,41-Cyanocitta,MVZCCGP-Cst111_I-G08,41-Cyanocitta
MVZCCGP-Cst110_I-F08,MVZCCGP-Cst110_I-F08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst110_I-F08_R1.fastq.gz,MVZCCGP-Cst110_I-F08_R2.fastq.gz,40.49923,-121.43145,41-Cyanocitta,MVZCCGP-Cst110_I-F08,41-Cyanocitta
MVZCCGP-Cst112_I-H08,MVZCCGP-Cst112_I-H08,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst112_I-H08_R1.fastq.gz,MVZCCGP-Cst112_I-H08_R2.fastq.gz,40.45657,-121.86577,41-Cyanocitta,MVZCCGP-Cst112_I-H08,41-Cyanocitta
MVZCCGP-Cst113_I-A09,MVZCCGP-Cst113_I-A09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst113_I-A09_R1.fastq.gz,MVZCCGP-Cst113_I-A09_R2.fastq.gz,39.54609,-120.29069,41-Cyanocitta,MVZCCGP-Cst113_I-A09,41-Cyanocitta
MVZCCGP-Cst115_I-C09,MVZCCGP-Cst115_I-C09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst115_I-C09_R1.fastq.gz,MVZCCGP-Cst115_I-C09_R2.fastq.gz,39.54609,-120.29069,41-Cyanocitta,MVZCCGP-Cst115_I-C09,41-Cyanocitta
MVZCCGP-Cst114_I-B09,MVZCCGP-Cst114_I-B09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst114_I-B09_R1.fastq.gz,MVZCCGP-Cst114_I-B09_R2.fastq.gz,39.54609,-120.29069,41-Cyanocitta,MVZCCGP-Cst114_I-B09,41-Cyanocitta
MVZCCGP-Cst119_II-G05,MVZCCGP-Cst119_II-G05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst119_II-G05_R1.fastq.gz,MVZCCGP-Cst119_II-G05_R2.fastq.gz,41.54585,-123.50744,41-Cyanocitta,MVZCCGP-Cst119_II-G05,41-Cyanocitta
MVZCCGP-Cst122_I-G09,MVZCCGP-Cst122_I-G09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst122_I-G09_R1.fastq.gz,MVZCCGP-Cst122_I-G09_R2.fastq.gz,38.33286,-122.5829,41-Cyanocitta,MVZCCGP-Cst122_I-G09,41-Cyanocitta
MVZCCGP-Cst116_I-D09,MVZCCGP-Cst116_I-D09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst116_I-D09_R1.fastq.gz,MVZCCGP-Cst116_I-D09_R2.fastq.gz,41.57066,-121.93937,41-Cyanocitta,MVZCCGP-Cst116_I-D09,41-Cyanocitta
MVZCCGP-Cst120_II-H05,MVZCCGP-Cst120_II-H05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst120_II-H05_R1.fastq.gz,MVZCCGP-Cst120_II-H05_R2.fastq.gz,41.5384,-123.51934,41-Cyanocitta,MVZCCGP-Cst120_II-H05,41-Cyanocitta
MVZCCGP-Cst118_II-F05,MVZCCGP-Cst118_II-F05,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst118_II-F05_R1.fastq.gz,MVZCCGP-Cst118_II-F05_R2.fastq.gz,41.71306,-121.96778,41-Cyanocitta,MVZCCGP-Cst118_II-F05,41-Cyanocitta
MVZCCGP-Cst121_I-F09,MVZCCGP-Cst121_I-F09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst121_I-F09_R1.fastq.gz,MVZCCGP-Cst121_I-F09_R2.fastq.gz,41.53633,-123.51959,41-Cyanocitta,MVZCCGP-Cst121_I-F09,41-Cyanocitta
MVZCCGP-Cst117_I-E09,MVZCCGP-Cst117_I-E09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst117_I-E09_R1.fastq.gz,MVZCCGP-Cst117_I-E09_R2.fastq.gz,41.71306,-121.96778,41-Cyanocitta,MVZCCGP-Cst117_I-E09,41-Cyanocitta
MVZCCGP-Cst123_II-A06,MVZCCGP-Cst123_II-A06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst123_II-A06_R1.fastq.gz,MVZCCGP-Cst123_II-A06_R2.fastq.gz,38.33286,-122.5829,41-Cyanocitta,MVZCCGP-Cst123_II-A06,41-Cyanocitta
MVZCCGP-Cst124_I-H09,MVZCCGP-Cst124_I-H09,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst124_I-H09_R1.fastq.gz,MVZCCGP-Cst124_I-H09_R2.fastq.gz,38.33286,-122.5829,41-Cyanocitta,MVZCCGP-Cst124_I-H09,41-Cyanocitta
MVZCCGP-Cst125_I-A10,MVZCCGP-Cst125_I-A10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst125_I-A10_R1.fastq.gz,MVZCCGP-Cst125_I-A10_R2.fastq.gz,40.41258,-121.53084,41-Cyanocitta,MVZCCGP-Cst125_I-A10,41-Cyanocitta
MVZCCGP-Cst126_I-B10,MVZCCGP-Cst126_I-B10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst126_I-B10_R1.fastq.gz,MVZCCGP-Cst126_I-B10_R2.fastq.gz,40.41258,-121.53084,41-Cyanocitta,MVZCCGP-Cst126_I-B10,41-Cyanocitta
MVZCCGP-Cst128_I-C10,MVZCCGP-Cst128_I-C10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst128_I-C10_R1.fastq.gz,MVZCCGP-Cst128_I-C10_R2.fastq.gz,40.36053,-123.08996,41-Cyanocitta,MVZCCGP-Cst128_I-C10,41-Cyanocitta
MVZCCGP-Cst127_II-B06,MVZCCGP-Cst127_II-B06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst127_II-B06_R1.fastq.gz,MVZCCGP-Cst127_II-B06_R2.fastq.gz,40.38262,-121.57505,41-Cyanocitta,MVZCCGP-Cst127_II-B06,41-Cyanocitta
MVZCCGP-Cst131_I-F10,MVZCCGP-Cst131_I-F10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst131_I-F10_R1.fastq.gz,MVZCCGP-Cst131_I-F10_R2.fastq.gz,40.31881,-123.09782,41-Cyanocitta,MVZCCGP-Cst131_I-F10,41-Cyanocitta
MVZCCGP-Cst130_I-E10,MVZCCGP-Cst130_I-E10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst130_I-E10_R1.fastq.gz,MVZCCGP-Cst130_I-E10_R2.fastq.gz,40.31881,-123.09782,41-Cyanocitta,MVZCCGP-Cst130_I-E10,41-Cyanocitta
MVZCCGP-Cst129_I-D10,MVZCCGP-Cst129_I-D10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst129_I-D10_R1.fastq.gz,MVZCCGP-Cst129_I-D10_R2.fastq.gz,40.36053,-123.08996,41-Cyanocitta,MVZCCGP-Cst129_I-D10,41-Cyanocitta
MVZCCGP-Cst132_I-G10,MVZCCGP-Cst132_I-G10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst132_I-G10_R1.fastq.gz,MVZCCGP-Cst132_I-G10_R2.fastq.gz,40.51778,-123.51805,41-Cyanocitta,MVZCCGP-Cst132_I-G10,41-Cyanocitta
MVZCCGP-Cst134_II-C06,MVZCCGP-Cst134_II-C06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst134_II-C06_R1.fastq.gz,MVZCCGP-Cst134_II-C06_R2.fastq.gz,40.50596,-123.50643,41-Cyanocitta,MVZCCGP-Cst134_II-C06,41-Cyanocitta
MVZCCGP-Cst133_I-H10,MVZCCGP-Cst133_I-H10,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst133_I-H10_R1.fastq.gz,MVZCCGP-Cst133_I-H10_R2.fastq.gz,40.513,-123.51197,41-Cyanocitta,MVZCCGP-Cst133_I-H10,41-Cyanocitta
MVZCCGP-Cst135_II-D06,MVZCCGP-Cst135_II-D06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst135_II-D06_R1.fastq.gz,MVZCCGP-Cst135_II-D06_R2.fastq.gz,40.80408,-122.92161,41-Cyanocitta,MVZCCGP-Cst135_II-D06,41-Cyanocitta
MVZCCGP-Cst136_I-A11,MVZCCGP-Cst136_I-A11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst136_I-A11_R1.fastq.gz,MVZCCGP-Cst136_I-A11_R2.fastq.gz,40.79659,-122.92281,41-Cyanocitta,MVZCCGP-Cst136_I-A11,41-Cyanocitta
MVZCCGP-Cst137_II-E06,MVZCCGP-Cst137_II-E06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst137_II-E06_R1.fastq.gz,MVZCCGP-Cst137_II-E06_R2.fastq.gz,40.76924,-122.90765,41-Cyanocitta,MVZCCGP-Cst137_II-E06,41-Cyanocitta
MVZCCGP-Cst138_II-F06,MVZCCGP-Cst138_II-F06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst138_II-F06_R1.fastq.gz,MVZCCGP-Cst138_II-F06_R2.fastq.gz,35.89146,-118.33772,41-Cyanocitta,MVZCCGP-Cst138_II-F06,41-Cyanocitta
MVZCCGP-Cst139_II-G06,MVZCCGP-Cst139_II-G06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst139_II-G06_R1.fastq.gz,MVZCCGP-Cst139_II-G06_R2.fastq.gz,35.89146,-118.33772,41-Cyanocitta,MVZCCGP-Cst139_II-G06,41-Cyanocitta
MVZCCGP-Cst140_I-B11,MVZCCGP-Cst140_I-B11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst140_I-B11_R1.fastq.gz,MVZCCGP-Cst140_I-B11_R2.fastq.gz,36.14273,-118.60926,41-Cyanocitta,MVZCCGP-Cst140_I-B11,41-Cyanocitta
MVZCCGP-Cst141_II-H06,MVZCCGP-Cst141_II-H06,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst141_II-H06_R1.fastq.gz,MVZCCGP-Cst141_II-H06_R2.fastq.gz,35.83528,-118.37215,41-Cyanocitta,MVZCCGP-Cst141_II-H06,41-Cyanocitta
MVZCCGP-Cst147_I-G11,MVZCCGP-Cst147_I-G11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst147_I-G11_R1.fastq.gz,MVZCCGP-Cst147_I-G11_R2.fastq.gz,37.833,-119.95029,41-Cyanocitta,MVZCCGP-Cst147_I-G11,41-Cyanocitta
MVZCCGP-Cst142_I-C11,MVZCCGP-Cst142_I-C11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst142_I-C11_R1.fastq.gz,MVZCCGP-Cst142_I-C11_R2.fastq.gz,35.8304,-118.29499,41-Cyanocitta,MVZCCGP-Cst142_I-C11,41-Cyanocitta
MVZCCGP-Cst144_I-E11,MVZCCGP-Cst144_I-E11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst144_I-E11_R1.fastq.gz,MVZCCGP-Cst144_I-E11_R2.fastq.gz,37.77863,-119.88632,41-Cyanocitta,MVZCCGP-Cst144_I-E11,41-Cyanocitta
MVZCCGP-Cst145_I-F11,MVZCCGP-Cst145_I-F11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst145_I-F11_R1.fastq.gz,MVZCCGP-Cst145_I-F11_R2.fastq.gz,37.77863,-119.88632,41-Cyanocitta,MVZCCGP-Cst145_I-F11,41-Cyanocitta
MVZCCGP-Cst143_I-D11,MVZCCGP-Cst143_I-D11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst143_I-D11_R1.fastq.gz,MVZCCGP-Cst143_I-D11_R2.fastq.gz,35.8304,-118.29499,41-Cyanocitta,MVZCCGP-Cst143_I-D11,41-Cyanocitta
MVZCCGP-Cst148_I-H11,MVZCCGP-Cst148_I-H11,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst148_I-H11_R1.fastq.gz,MVZCCGP-Cst148_I-H11_R2.fastq.gz,34.76632,-118.98099,41-Cyanocitta,MVZCCGP-Cst148_I-H11,41-Cyanocitta
MVZCCGP-Cst150_II-A07,MVZCCGP-Cst150_II-A07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst150_II-A07_R1.fastq.gz,MVZCCGP-Cst150_II-A07_R2.fastq.gz,34.76632,-118.98099,41-Cyanocitta,MVZCCGP-Cst150_II-A07,41-Cyanocitta
MVZCCGP-Cst149_I-A12,MVZCCGP-Cst149_I-A12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst149_I-A12_R1.fastq.gz,MVZCCGP-Cst149_I-A12_R2.fastq.gz,34.76632,-118.98099,41-Cyanocitta,MVZCCGP-Cst149_I-A12,41-Cyanocitta
MVZCCGP-Cst151_I-B12,MVZCCGP-Cst151_I-B12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst151_I-B12_R1.fastq.gz,MVZCCGP-Cst151_I-B12_R2.fastq.gz,40.89521,-123.62173,41-Cyanocitta,MVZCCGP-Cst151_I-B12,41-Cyanocitta
MVZCCGP-Cst155_II-B07,MVZCCGP-Cst155_II-B07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst155_II-B07_R1.fastq.gz,MVZCCGP-Cst155_II-B07_R2.fastq.gz,40.94248,-123.48931,41-Cyanocitta,MVZCCGP-Cst155_II-B07,41-Cyanocitta
MVZCCGP-Cst156_II-C07,MVZCCGP-Cst156_II-C07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst156_II-C07_R1.fastq.gz,MVZCCGP-Cst156_II-C07_R2.fastq.gz,40.92467,-124.02077,41-Cyanocitta,MVZCCGP-Cst156_II-C07,41-Cyanocitta
MVZCCGP-Cst152_I-C12,MVZCCGP-Cst152_I-C12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst152_I-C12_R1.fastq.gz,MVZCCGP-Cst152_I-C12_R2.fastq.gz,40.89342,-123.62073,41-Cyanocitta,MVZCCGP-Cst152_I-C12,41-Cyanocitta
MVZCCGP-Cst153_I-D12,MVZCCGP-Cst153_I-D12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst153_I-D12_R1.fastq.gz,MVZCCGP-Cst153_I-D12_R2.fastq.gz,40.95538,-123.48014,41-Cyanocitta,MVZCCGP-Cst153_I-D12,41-Cyanocitta
MVZCCGP-Cst154_I-E12,MVZCCGP-Cst154_I-E12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst154_I-E12_R1.fastq.gz,MVZCCGP-Cst154_I-E12_R2.fastq.gz,40.95322,-123.48433,41-Cyanocitta,MVZCCGP-Cst154_I-E12,41-Cyanocitta
MVZCCGP-Cst157_II-D07,MVZCCGP-Cst157_II-D07,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst157_II-D07_R1.fastq.gz,MVZCCGP-Cst157_II-D07_R2.fastq.gz,40.29668,-120.55572,41-Cyanocitta,MVZCCGP-Cst157_II-D07,41-Cyanocitta
MVZCCGP-Cst159_I-G12,MVZCCGP-Cst159_I-G12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst159_I-G12_R1.fastq.gz,MVZCCGP-Cst159_I-G12_R2.fastq.gz,37.6066,-122.42726,41-Cyanocitta,MVZCCGP-Cst159_I-G12,41-Cyanocitta
MVZCCGP-Cst158_I-F12,MVZCCGP-Cst158_I-F12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst158_I-F12_R1.fastq.gz,MVZCCGP-Cst158_I-F12_R2.fastq.gz,34.2678,-116.8484,41-Cyanocitta,MVZCCGP-Cst158_I-F12,41-Cyanocitta
MVZCCGP-Cst160_I-H12,MVZCCGP-Cst160_I-H12,bCyaSte1.NCBI.p_ctg,MVZCCGP-Cst160_I-H12_R1.fastq.gz,MVZCCGP-Cst160_I-H12_R2.fastq.gz,41.4568,-122.8948,41-Cyanocitta,MVZCCGP-Cst160_I-H12,41-Cyanocitta
