
Clock type: CPU
Ordered by: totaltime, desc

name                                                                                                                      ncall       tsub      ttot      tavg      
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/inspect.py:744 cleandoc                                             34          0.006706  0.011553  0.000340
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:404 DAG.needrun                      8609        0.011441  0.011441  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/x509/general_name.py:1 <module>          1           0.000073  0.011434  0.011434
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:1187 Snakefile.__init__           7           0.000117  0.011425  0.001632
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/datetimes.py:1 <module>           1           0.000093  0.011402  0.011402
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/algorithms.py:1352 take                   451         0.004328  0.011386  0.000025
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:60 LocalSourceFile.join      31          0.000306  0.011369  0.000367
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/matrixlib/defmatrix.py:1 <module>               1           0.000055  0.011346  0.011346
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/__init__.py:1 <module>                    1           0.000023  0.011315  0.011315
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:347 SourceCache.open         7           0.000074  0.011282  0.001612
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/series.py:590 Series.name                 1813        0.009067  0.011273  0.000006
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/ma/core.py:1 <module>                           1           0.000676  0.011257  0.011257
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/common.py:581 is_dtype_equal       453         0.004816  0.011240  0.000025
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/common.py:75 get_op_result_name       452         0.003300  0.011222  0.000025
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1429 is_extension_array_dtype  921         0.006932  0.011078  0.000012
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/io/parsers/readers.py:1240 TextFileReader.read  1           0.000044  0.011072  0.011072
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:78 get_gvcfs                                                        1           0.000029  0.011059  0.011059
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:419 DAG.reason                       4834        0.009803  0.011045  0.000002
<frozen importlib._bootstrap_external>:1089 SourceFileLoader.path_stats                                                   763         0.003162  0.011019  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/jobs.py:967 Job.is_group                    9074        0.010962  0.010962  0.000001
..ntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/deployment/conda.py:710 CondaEnvFileSpec.__init__  629         0.003550  0.010940  0.000017
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_parse.py:96 State.closegroup                                    171         0.000657  0.010759  0.000063
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/polynomial/__init__.py:1 <module>               1           0.000078  0.010717  0.010717
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/common/__init__.py:88 smart_join            31          0.000177  0.010687  0.000345
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/ma/core.py:114 doc_note                         14          0.000170  0.010550  0.000754
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/_oid.py:1 <module>                1           0.000629  0.010532  0.010532
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/io/common.py:1 <module>                        1           0.000189  0.010374  0.010374
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/testing.py:1 <module>                          1           0.000011  0.010350  0.010350
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_.py:481 _ssl_wrap_socket_impl        5           0.000050  0.010323  0.002065
..vs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/bindings/openssl/binding.py:89 build_conditional_library  1           0.003794  0.010321  0.010321
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/linalg/__init__.py:1 <module>                   1           0.000038  0.010299  0.010299
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:506 SSLContext.wrap_socket                                   5           0.000052  0.010273  0.002055
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:82 get_tbis                                                         1           0.000017  0.010264  0.010264
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:1013 _create                                                 5           0.000368  0.010221  0.002044
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/botocore/exceptions.py:1 <module>                     1           0.000242  0.010202  0.010202
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/window/rolling.py:1 <module>              1           0.000122  0.010192  0.010192
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/enum.py:89 _EnumDict.__setitem__                                    239         0.003572  0.010160  0.000043
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1552 get_dtype           1832        0.006777  0.010099  0.000006
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_compile.py:423 _simple                                          685         0.003355  0.010021  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1 <module>                  1           0.000400  0.010013  0.010013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:7082 maybe_extract_name   467         0.003388  0.009810  0.000021
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/warnings.py:130 filterwarnings                                      10          0.000179  0.009763  0.000976
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/strings/accessor.py:1 <module>            1           0.000051  0.009707  0.009707
<frozen importlib._bootstrap>:198 cb                                                                                      901         0.006253  0.009601  0.000011
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/strings/accessor.py:143 StringMethods     1           0.000582  0.009538  0.009538
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/email/_header_value_parser.py:1 <module>                            1           0.000265  0.009521  0.009521
..ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/dispatch.py:11 should_extension_dispatch  450         0.002448  0.009516  0.000021
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/_default.py:1 <module>                    1           0.000051  0.009486  0.009486
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/posixpath.py:524 <genexpr>                                          6805        0.009485  0.009485  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/__init__.py:1 <module>                     1           0.000011  0.009471  0.009471
..ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1944 maybe_coerce_values  468         0.004928  0.009434  0.000020
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:4973 Index.__contains__   1357        0.007309  0.009212  0.000007
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/range.py:909 RangeIndex.__len__   1824        0.006655  0.009200  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/construction.py:695 _try_cast             469         0.005952  0.009188  0.000020
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/abc.py:121 __subclasscheck__                                        715/82      0.002080  0.009186  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1181 <dictcomp>                       308         0.001866  0.009149  0.000030
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:1107 <lambda>                        605         0.003053  0.009130  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:6024 DataFrame.drop_duplicates   1           0.000044  0.009118  0.009118
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/xml/etree/cElementTree.py:1 <module>                                1           0.000016  0.009107  0.009107
..e/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/resumable_media/requests/__init__.py:1 <module>  1           0.000027  0.009104  0.009104
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:1334 SSLSocket.do_handshake                                  5           0.000095  0.009073  0.001815
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/jmespath/__init__.py:1 <module>                       1           0.000021  0.009063  0.009063
<frozen importlib._bootstrap_external>:134 <genexpr>                                                                      3052        0.006712  0.009057  0.000003
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_testing/__init__.py:1 <module>                1           0.000187  0.009039  0.009039
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/ma/extras.py:1 <module>                         1           0.000132  0.009027  0.009027
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:373 SourceCache._cache       7           0.000134  0.008985  0.001284
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/boolean.py:1 <module>              1           0.000051  0.008948  0.008948
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:6284 Index._maybe_cast_indexer  614         0.004158  0.008869  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:1119 DAG.update_groups               1           0.002064  0.008861  0.008861
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1189 flatten                          616         0.004144  0.008786  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:654 _simple_new           469         0.005805  0.008756  0.000019
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:1369 DAG._ready                      1812        0.006571  0.008755  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:94 Python.effective_indent        1919        0.006318  0.008725  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_parse.py:286 Tokenizer.tell                                     2114        0.006385  0.008703  0.000004
../envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/managers.py:1848 SingleBlockManager.internal_values  2112        0.007601  0.008661  0.000004
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/common.py:160 cast_scalar_indexer         1842        0.006254  0.008637  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/interval.py:1 <module>            1           0.000132  0.008583  0.008583
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/service.py:1 <module>                      1           0.000032  0.008568  0.008568
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/io/json/__init__.py:1 <module>                 1           0.000015  0.008558  0.008558
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/linalg/linalg.py:1 <module>                     1           0.000211  0.008556  0.008556
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/common.py:552 require_length_match        465         0.002692  0.008524  0.000018
..ntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/primitives/asymmetric/dsa.py:1 <module>  1           0.000063  0.008475  0.008475
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/generic.py:5658 f                         453         0.003136  0.008455  0.000019
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/locale.py:396 normalize                                             755         0.005867  0.008432  0.000011
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/config_init.py:1 <module>                 1           0.000494  0.008373  0.008373
../ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/__init__.py:411 flex_arith_method_FRAME  14          0.000175  0.008368  0.000598
../miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/construction.py:438 ensure_wrapped_if_datetimelike  1378        0.006496  0.008357  0.000006
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/page_iterator.py:159 HTTPIterator.__init__  1816        0.008313  0.008313  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/aio/_interceptor.py:1 <module>                   1           0.000176  0.008276  0.008276
..iniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/page_iterator.py:382 HTTPIterator._has_next_page  3632        0.008243  0.008243  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/x509/name.py:1 <module>                  1           0.000132  0.008232  0.008232
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_compile.py:461 _get_literal_prefix                              216/169     0.005241  0.008211  0.000038
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:1 <module>               1           0.000068  0.008207  0.008207
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2039 check_ndim       467         0.004178  0.008192  0.000018
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/scheduler.py:565 JobScheduler.get_executor  605         0.002403  0.008187  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:683 Rule.log                       5418        0.008182  0.008182  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:1 <module>               1           0.000078  0.008179  0.008179
<frozen importlib._bootstrap_external>:1619 path_hook_for_FileFinder                                                      112         0.000868  0.008109  0.000072
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:997 <dictcomp>                     605         0.004955  0.008050  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:1 <module>                         1           0.000126  0.007978  0.007978
<frozen importlib._bootstrap>:71 _ModuleLock.__init__                                                                     901         0.005243  0.007909  0.000009
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:2432 Index.is_object      300         0.001371  0.007905  0.000026
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:131 geterr                910         0.006467  0.007873  0.000009
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/defchararray.py:1 <module>                 1           0.000414  0.007873  0.007873
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/construction.py:425 dict_to_mgr  1           0.000070  0.007864  0.007864
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/common.py:147 <lambda>             1702        0.005525  0.007863  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/string.py:238 Formatter.convert_field                               5160        0.007844  0.007844  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/jmespath/parser.py:1 <module>                         1           0.000034  0.007802  0.007802
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/OpenSSL/__init__.py:1 <module>                        1           0.000019  0.007777  0.007777
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/urllib/parse.py:804 Quoter.__init__                                 611         0.003595  0.007743  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:718 Rule.check_wildcards           604         0.005437  0.007698  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/reshape/api.py:1 <module>                 1           0.000035  0.007672  0.007672
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_compile.py:249 _compile_charset                                 607         0.005110  0.007662  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/exceptions.py:1 <module>              1           0.000120  0.007661  0.007661
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:1 <module>         1           0.000015  0.007630  0.007630
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/xml/etree/ElementTree.py:1 <module>                                 1           0.000079  0.007605  0.007605
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1973 get_block_type   469         0.005061  0.007598  0.000016
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/masked.py:1 <module>               1           0.000084  0.007594  0.007594
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:66 isna                 457         0.001924  0.007581  0.000017
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/transport/_mtls_helper.py:1 <module>      1           0.000027  0.007562  0.007562
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pytz/__init__.py:1 <module>                           1           0.000094  0.007440  0.007440
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/connection.py:533 _match_hostname             5           0.000063  0.007415  0.001483
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/dataclasses.py:1175 wrap                                            3           0.000015  0.007375  0.002458
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/exceptions.py:1 <module>                      1           0.000104  0.007370  0.007370
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/dataclasses.py:882 _process_class                                   3           0.000580  0.007360  0.002453
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/config.py:753 inner                    78          0.000384  0.007333  0.000094
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/sparse/__init__.py:1 <module>      1           0.000015  0.007327  0.007327
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/re.py:232 findall                                                   308         0.002095  0.007282  0.000024
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:186 Configfile.block_content      5802        0.007263  0.007263  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/series.py:743 Series.__len__              303         0.001110  0.007255  0.000024
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:98 match_hostname  5           0.000136  0.007236  0.001447
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/threading.py:1122 _MainThread.name                                  3777        0.007231  0.007231  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:266 _remove_dups_flatten                                  141         0.002856  0.007157  0.000051
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/aio/_base_call.py:1 <module>                     1           0.000073  0.007123  0.007123
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:227 DAG.update_checkpoint_outputs    2           0.000019  0.007115  0.003557
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:228 <genexpr>                        2           0.000010  0.007095  0.003548
../ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/constructor.py:54 OrderedLoader.construct_document  2           0.000077  0.007095  0.003547
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/botocore/docs/client.py:1 <module>                    1           0.000040  0.007093  0.007093
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:221 DAG.checkpoint_jobs              2           0.003954  0.007085  0.003543
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:205 _collect_type_vars                                    317         0.004640  0.007075  0.000022
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/scanner.py:135 OrderedLoader.get_token           481         0.002444  0.007001  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/config.py:437 register_option          78          0.002427  0.006949  0.000089
..ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/_oid.py:11 ObjectIdentifier.__init__  116         0.004621  0.006905  0.000060
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/dateutil/parser/__init__.py:1 <module>                1           0.000057  0.006887  0.006887
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:721 DAG.jobid                        1209        0.005249  0.006881  0.000006
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:137 _type_convert                                         673         0.002772  0.006879  0.000010
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/lib/function_base.py:1 <module>                 1           0.000343  0.006867  0.006867
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/common.py:346 apply_if_callable           1505        0.004927  0.006853  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/window/rolling.py:1668 Rolling            1           0.000336  0.006780  0.006780
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/wrapt/__init__.py:1 <module>                          1           0.000044  0.006748  0.006748
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/_channel.py:1 <module>                           1           0.000103  0.006741  0.006741
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/resource.py:1 <module>                     1           0.000051  0.006728  0.006728
../miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/parser.py:422 OrderedLoader.parse_block_mapping_first_key  32          0.000233  0.006708  0.000210
/mnt/refactor/ccgp_workflow/workflow/rules/angsd.smk:1 <module>                                                           1           0.000096  0.006701  0.006701
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/series.py:1238 Series._set_as_cached      614         0.002904  0.006669  0.000011
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:379 SourceCache._do_cache    7           0.000335  0.006661  0.000952
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/idna/__init__.py:1 <module>                           1           0.000036  0.006652  0.006652
..buntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/exceptions.py:377 MissingRuleException.__init__  301         0.002767  0.006600  0.000022
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/__init__.py:1 <module>                 1           0.000028  0.006586  0.006586
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:25 _dnsname_match  15          0.000321  0.006536  0.000436
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/scheduler.py:508 <listcomp>                 8           0.001238  0.006471  0.000809
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/base.py:723 Series.tolist                 300         0.002013  0.006441  0.000021
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/_internal.py:1 <module>                    1           0.000078  0.006436  0.006436
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/compat/_inspect.py:65 getargs                   618         0.004105  0.006424  0.000010
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/numerictypes.py:1 <module>                 1           0.000428  0.006419  0.006419
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/sparse/accessor.py:1 <module>      1           0.000039  0.006382  0.006382
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/smart_open/doctools.py:171 tweak_open_docstring       1           0.000270  0.006371  0.006371
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/datetimelike.py:1 <module>        1           0.000085  0.006358  0.006358
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/_strptime.py:261 TimeRE.compile                                     1           0.000006  0.006326  0.006326
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/request.py:1 <module>                         1           0.000030  0.006322  0.006322
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:705 _IOFile.get_wildcard_names        84          0.000414  0.006318  0.000075
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/base.py:6987 ensure_index         465         0.001955  0.006311  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/persistence.py:429 <genexpr>                2           0.000009  0.006301  0.003151
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/workflow.py:1139 Workflow.current_basedir   61          0.000481  0.006293  0.000103
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/utils.py:172 listfiles                      2           0.000065  0.006292  0.003146
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:6453 DataFrame.value_counts      1           0.000033  0.006287  0.006287
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:1188 get_wildcard_len              604         0.004127  0.006282  0.000010
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/copy.py:128 deepcopy                                                392/32      0.003282  0.006278  0.000016
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/collections/__init__.py:402 <genexpr>                               3972        0.006269  0.006269  0.000002
<frozen importlib._bootstrap>:404 ModuleSpec.parent                                                                       1420        0.004637  0.006260  0.000004
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ipaddress.py:1 <module>                                             1           0.000048  0.006254  0.006254
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/series.py:825 Series.__array__            451         0.002645  0.006246  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/scheduler.py:507 <listcomp>                 8           0.001189  0.006226  0.000778
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:54 is_comment                     4299        0.006200  0.006200  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:752 <genexpr>                        3471        0.006186  0.006186  0.000002
..make/lib/python3.10/site-packages/google/oauth2/service_account.py:367 Credentials._make_authorization_grant_assertion  2           0.000079  0.006185  0.003092
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/construction.py:627 _sanitize_ndim        469         0.002995  0.006170  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:62 is_eof                         4133        0.006162  0.006162  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/connection.py:161 HTTPSConnection._new_conn   5           0.000114  0.006125  0.001225
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/page_iterator.py:213 HTTPIterator.__iter__  1816        0.006085  0.006085  0.000003
<frozen importlib._bootstrap_external>:1578 FileFinder._fill_cache                                                        112         0.001474  0.006081  0.000054
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/charset_normalizer/constant.py:1 <module>             1           0.000284  0.006079  0.006079
