
Clock type: CPU
Ordered by: totaltime, desc

name                                                                                                                      ncall       tsub      ttot      tavg      
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:60 LocalSourceFile.join      31          0.000299  0.011427  0.000369
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:506 SSLContext.wrap_socket                                   4           0.000051  0.011388  0.002847
..e/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/structures.py:59 CaseInsensitiveDict.__iter__  1542        0.008909  0.011385  0.000007
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/botocore/exceptions.py:1 <module>                     1           0.000259  0.011355  0.011355
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:1013 _create                                                 4           0.000311  0.011336  0.002834
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/logging.py:472 timestamp                    17          0.000282  0.011319  0.000666
..vs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/bindings/openssl/binding.py:89 build_conditional_library  1           0.004185  0.011318  0.011318
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/config.py:753 inner                    78          0.000587  0.011211  0.000144
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/urllib/parse.py:103 _noop                                           6536        0.011174  0.011174  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/connection.py:533 _match_hostname             4           0.000056  0.011166  0.002791
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/__init__.py:1 <module>                     1           0.000017  0.010962  0.010962
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:98 match_hostname  4           0.000178  0.010948  0.002737
..u/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/primitives/ciphers/__init__.py:1 <module>  1           0.000020  0.010929  0.010929
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_testing/__init__.py:1 <module>                1           0.000231  0.010918  0.010918
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/utils.py:1 <module>                          1           0.000201  0.010905  0.010905
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/email/feedparser.py:139 FeedParser.__init__                         257         0.005914  0.010875  0.000042
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/common/__init__.py:88 smart_join            31          0.000194  0.010793  0.000348
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/_default.py:1 <module>                    1           0.000052  0.010770  0.010770
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/lib/function_base.py:1 <module>                 1           0.000665  0.010691  0.010691
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/config.py:437 register_option          78          0.003773  0.010624  0.000136
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/socket.py:302 SSLSocket.makefile                                    257         0.007130  0.010618  0.000041
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1461 InputFiles._add_name             430         0.002262  0.010584  0.000025
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/enum.py:89 _EnumDict.__setitem__                                    239         0.003742  0.010576  0.000044
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/persistence.py:429 <genexpr>                2           0.000013  0.010562  0.005281
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/utils.py:172 listfiles                      2           0.000090  0.010549  0.005274
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/cloud/storage/bucket.py:701 Bucket.blob        117         0.001065  0.010522  0.000090
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/logging/__init__.py:932 _StderrHandler.format                       189         0.001245  0.010509  0.000056
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/http/cookiejar.py:1739 RequestsCookieJar.clear_expired_cookies      257         0.004126  0.010458  0.000041
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/jmespath/__init__.py:1 <module>                       1           0.000024  0.010452  0.010452
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/jobs.py:265 Job.is_valid                    17          0.000187  0.010436  0.000614
<frozen importlib._bootstrap_external>:134 <genexpr>                                                                      3052        0.007790  0.010431  0.000003
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_parse.py:286 Tokenizer.tell                                     2309        0.007597  0.010406  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:373 SourceCache._cache       7           0.000152  0.010398  0.001485
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/copy.py:66 copy                                                     187         0.003467  0.010387  0.000056
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/compat/_inspect.py:65 getargs                   618         0.006683  0.010380  0.000017
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:1 <module>  1           0.000181  0.010356  0.010356
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pytz/__init__.py:1 <module>                           1           0.000155  0.010334  0.010334
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/wait.py:90 poll_wait_for_socket          253         0.003952  0.010331  0.000041
..e/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/resumable_media/requests/__init__.py:1 <module>  1           0.000025  0.010323  0.010323
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/boolean.py:1 <module>              1           0.000063  0.010298  0.010298
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ssl.py:1334 SSLSocket.do_handshake                                  4           0.000101  0.010268  0.002567
..untu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/client_info.py:81 ClientInfo.to_user_agent  510         0.006010  0.010258  0.000020
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:1007 Rule.expand_log               34          0.000501  0.010191  0.000300
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:586 PreparedRequest.prepare_hooks  257         0.001656  0.010188  0.000040
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:25 _dnsname_match  14          0.000535  0.010183  0.000727
..ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/generic.py:3720 DataFrame._take_with_is_copy  13          0.000216  0.010163  0.000782
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/interval.py:1 <module>            1           0.000153  0.010048  0.010048
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/_internal_utils.py:14 to_native_string       1797        0.007259  0.010016  0.000006
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/io/parsers/readers.py:1240 TextFileReader.read  1           0.000039  0.010015  0.010015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/remote/GS.py:334 RemoteObject.bucket_name   151         0.001109  0.009978  0.000066
../ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/__init__.py:411 flex_arith_method_FRAME  14          0.000202  0.009937  0.000710
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/service.py:1 <module>                      1           0.000037  0.009898  0.009898
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/output_index.py:38 OutputIndex.match        91          0.004538  0.009796  0.000108
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/email/_header_value_parser.py:1 <module>                            1           0.000254  0.009751  0.009751
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:457 PreparedRequest.prepare_body   257         0.004442  0.009682  0.000038
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/threading.py:359 Condition.notify                                   563         0.005428  0.009646  0.000017
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/contextlib.py:279 helper                                            538         0.003635  0.009637  0.000018
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/_config/__init__.py:1 <module>                 1           0.000087  0.009569  0.009569
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/xml/etree/cElementTree.py:1 <module>                                1           0.000018  0.009568  0.009568
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:68 get_gvcfs                                                        2           0.000165  0.009551  0.004776
..ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/retry.py:125 exponential_sleep_generator  830         0.004903  0.009471  0.000011
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/cloud/storage/client.py:1143 Client.list_blobs  55          0.001318  0.009468  0.000172
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:1 <module>               1           0.000114  0.009463  0.009463
<frozen importlib._bootstrap_external>:1619 path_hook_for_FileFinder                                                      112         0.000957  0.009366  0.000084
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/aio/_interceptor.py:1 <module>                   1           0.000197  0.009345  0.009345
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/logging/__init__.py:665 Formatter.format                            189         0.002657  0.009264  0.000049
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/os.py:771 getenv                                                    268         0.001682  0.009239  0.000034
<frozen importlib._bootstrap>:71 _ModuleLock.__init__                                                                     901         0.006057  0.009195  0.000010
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/reshape/api.py:1 <module>                 1           0.000043  0.009076  0.009076
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:765 _IOFile.__hash__                  3682        0.009023  0.009023  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/http/client.py:412 HTTPResponse._close_conn                         257         0.001362  0.009009  0.000035
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/inspect.py:2630 Parameter.__init__                                  510         0.004757  0.008992  0.000018
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/utils.py:490 _parse_content_type_header      257         0.005677  0.008984  0.000035
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/jmespath/parser.py:1 <module>                         1           0.000038  0.008963  0.008963
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/abc.py:121 __subclasscheck__                                        678/81      0.001996  0.008923  0.000013
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:94 Python.effective_indent        1916        0.006366  0.008903  0.000005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/utils.py:60 register_decorator           9           0.000058  0.008889  0.000988
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/api_core/exceptions.py:1 <module>              1           0.000143  0.008874  0.008874
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_compile.py:249 _compile_charset                                 607         0.005864  0.008845  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/sparse/__init__.py:1 <module>      1           0.000014  0.008773  0.008773
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/logging/__init__.py:1077 _StderrHandler.flush                       190         0.003099  0.008761  0.000046
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/util/version/__init__.py:1 <module>            1           0.000154  0.008759  0.008759
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/masked.py:1 <module>               1           0.000110  0.008752  0.008752
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/utils.py:244 extract_zipped_paths            257         0.001534  0.008725  0.000034
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/io/json/__init__.py:1 <module>                 1           0.000017  0.008708  0.008708
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/utils.py:89 verify_interface             9           0.000326  0.008687  0.000965
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:995 <genexpr>                      59          0.000158  0.008623  0.000146
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:72 get_tbis                                                         2           0.000102  0.008577  0.004289
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:6024 DataFrame.drop_duplicates   1           0.000047  0.008567  0.008567
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:177 PreparedRequest.register_hook  257         0.003251  0.008532  0.000033
..buntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/hazmat/primitives/ciphers/base.py:1 <module>  1           0.000098  0.008532  0.008532
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:959 flag                              446/416     0.002496  0.008521  0.000019
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/aio/_base_call.py:1 <module>                     1           0.000089  0.008520  0.008520
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:3463 DataFrame.__getitem__       35          0.000897  0.008498  0.000243
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/email/feedparser.py:70 BufferedSubFile.close                        257         0.004502  0.008478  0.000033
../ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/ma/extras.py:234 _fromnxfunction_allargs.__init__  10          0.000061  0.008476  0.000848
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/ma/extras.py:238 _fromnxfunction_allargs.getdoc  10          0.000158  0.008415  0.000841
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:1 <module>                         1           0.000120  0.008378  0.008378
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/transport/_mtls_helper.py:1 <module>      1           0.000027  0.008361  0.008361
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:266 _remove_dups_flatten                                  141         0.003279  0.008334  0.000059
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/dataclasses.py:1175 wrap                                            3           0.000023  0.008180  0.002727
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:587 DataFrame.__init__           15          0.000161  0.008171  0.000545
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/dataclasses.py:882 _process_class                                   3           0.000622  0.008158  0.002719
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/xml/etree/ElementTree.py:1 <module>                                 1           0.000087  0.008145  0.008145
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/lib/scimath.py:1 <module>                       1           0.000246  0.008145  0.008145
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/window/rolling.py:1668 Rolling            1           0.000411  0.008131  0.008131
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/enum.py:359 __call__                                                1012        0.004413  0.008122  0.000008
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/dateutil/parser/__init__.py:1 <module>                1           0.000075  0.008080  0.008080
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/botocore/docs/client.py:1 <module>                    1           0.000045  0.008063  0.008063
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1130 expand                           17          0.000383  0.008062  0.000474
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/generic.py:3621 DataFrame.take            13          0.000343  0.007978  0.000614
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:205 _collect_type_vars                                    317         0.005173  0.007955  0.000025
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/OpenSSL/__init__.py:1 <module>                        1           0.000021  0.007948  0.007948
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/_collections.py:187 HTTPHeaderDict.__iter__   2774        0.007223  0.007892  0.000003
../ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/constructor.py:54 OrderedLoader.construct_document  2           0.000081  0.007892  0.003946
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:137 _type_convert                                         673         0.003152  0.007889  0.000012
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/_internal.py:1 <module>                    1           0.000095  0.007863  0.007863
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/credentials.py:101 Credentials.apply      255         0.003247  0.007850  0.000031
<frozen importlib._bootstrap>:404 ModuleSpec.parent                                                                       1420        0.005772  0.007848  0.000006
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/util/ssl_match_hostname.py:1 <module>         1           0.000015  0.007785  0.007785
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/boto3/docs/resource.py:1 <module>                     1           0.000057  0.007783  0.007783
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/construction.py:425 dict_to_mgr  1           0.000076  0.007702  0.007702
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/smart_open/doctools.py:171 tweak_open_docstring       1           0.000351  0.007670  0.007670
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/idna/__init__.py:1 <module>                           1           0.000038  0.007670  0.007670
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/sparse/accessor.py:1 <module>      1           0.000038  0.007652  0.007652
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/_collections_abc.py:857 ItemsView.__len__                           514         0.002213  0.007642  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/contextlib.py:130 _GeneratorContextManager.__enter__                538         0.003292  0.007641  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/internals/api.py:1 <module>               1           0.000042  0.007604  0.007604
..nda3/envs/snakemake/lib/python3.10/site-packages/google/cloud/storage/_helpers.py:479 _add_generation_match_parameters  200         0.004915  0.007602  0.000038
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/grpc/_channel.py:1 <module>                           1           0.000092  0.007579  0.007579
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/cryptography/x509/general_name.py:1 <module>          1           0.000060  0.007549  0.007549
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/indexes/datetimelike.py:1 <module>        1           0.000103  0.007509  0.007509
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/cloud/storage/bucket.py:604 Bucket.__init__    119         0.002530  0.007445  0.000063
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:186 Configfile.block_content      5802        0.007423  0.007423  0.000001
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:560 _IOFile.flags                     1018        0.005116  0.007248  0.000007
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/packages/six.py:992 ensure_str                1032        0.005387  0.007248  0.000007
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/scanner.py:135 OrderedLoader.get_token           481         0.002478  0.007182  0.000015
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/sourcecache.py:379 SourceCache._do_cache    7           0.000309  0.007147  0.001021
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_compile.py:461 _get_literal_prefix                              237/171     0.004663  0.007086  0.000030
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/exceptions.py:1 <module>                      1           0.000114  0.007059  0.007059
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/window/expanding.py:1 <module>            1           0.000040  0.007024  0.007024
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1544 InputFiles._plainstrings         32          0.000310  0.006982  0.000218
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/request.py:1 <module>                         1           0.000031  0.006960  0.006960
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:209 <setcomp>                        1           0.000205  0.006952  0.006952
../miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/parser.py:422 OrderedLoader.parse_block_mapping_first_key  32          0.000228  0.006867  0.000215
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/wrapt/__init__.py:1 <module>                          1           0.000043  0.006862  0.006862
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/datetimelike.py:1 <module>         1           0.000162  0.006857  0.006857
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/urllib3/response.py:369 HTTPResponse._init_decoder    257         0.002793  0.006817  0.000027
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:705 _IOFile.get_wildcard_names        84          0.000424  0.006760  0.000080
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/sessions.py:98 Session.get_redirect_target   257         0.001627  0.006746  0.000026
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/dag.py:1502 DAG.cache_job                   17          0.000333  0.006682  0.000393
<frozen importlib._bootstrap_external>:542 SourceFileLoader._check_name_wrapper                                           764/763     0.003939  0.006678  0.000009
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/posixpath.py:506 commonpath                                         82          0.003105  0.006657  0.000081
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/dateutil/tz/__init__.py:1 <module>                    1           0.000041  0.006651  0.006651
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/dtypes/base.py:1 <module>                 1           0.000067  0.006647  0.006647
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/window/expanding.py:45 Expanding          1           0.000370  0.006622  0.006622
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/charset_normalizer/constant.py:1 <module>             1           0.000310  0.006613  0.006613
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/plotting/__init__.py:1 <module>                1           0.000027  0.006611  0.006611
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:54 is_comment                     4298        0.006608  0.006608  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/botocore/vendored/requests/__init__.py:1 <module>     1           0.000016  0.006533  0.006533
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/logging.py:429 job_info                     147         0.001387  0.006527  0.000044
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:111 ExistsDict.__getitem__            326         0.001731  0.006517  0.000020
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/jobs.py:712 Job.check_protected_output      17          0.000393  0.006483  0.000381
<frozen importlib._bootstrap_external>:1578 FileFinder._fill_cache                                                        112         0.001687  0.006465  0.000058
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/fft/__init__.py:1 <module>                      1           0.000055  0.006431  0.006431
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/workflow.py:1139 Workflow.current_basedir   61          0.000489  0.006423  0.000105
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/models.py:228 Request.__init__               257         0.003692  0.006386  0.000025
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:102 get_reads                                                       2           0.000023  0.006375  0.003187
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/parser.py:62 is_eof                         4132        0.006368  0.006368  0.000002
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/google/auth/_default.py:422 _apply_quota_project_id   4           0.000030  0.006368  0.001592
/mnt/refactor/ccgp_workflow/workflow/rules/common.smk:120 get_remote_reads                                                2           0.000098  0.006352  0.003176
/mnt/refactor/ccgp_workflow/workflow/rules/angsd.smk:1 <module>                                                           1           0.000084  0.006328  0.006328
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/series.py:201 Series                      1           0.000550  0.006326  0.006326
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/scheduler.py:61 JobScheduler.__init__       1           0.000151  0.006320  0.006320
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/requests/api.py:1 <module>                            1           0.000013  0.006300  0.006300
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:948 AnnotatedString.__init__          451         0.001838  0.006286  0.000014
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/frame.py:6453 DataFrame.value_counts      1           0.000029  0.006284  0.006284
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/ipaddress.py:1 <module>                                             1           0.000050  0.006277  0.006277
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/typing.py:1206 _TupleType.__getitem__                               18          0.000364  0.006249  0.000347
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/sre_parse.py:355 _escape                                            484         0.004343  0.006210  0.000013
<frozen importlib._bootstrap_external>:1485 FileFinder.__init__                                                           112         0.001934  0.006195  0.000055
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/copy.py:128 deepcopy                                                392/32      0.003257  0.006174  0.000016
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/io.py:1497 OutputFiles._take_names          49          0.001165  0.006154  0.000126
..me/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/utils.py:339 SequenceFormatter.format_field  114         0.001564  0.006150  0.000054
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/jobs.py:1106 Job.products                   17          0.000201  0.006139  0.000361
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/remote/GS.py:326 RemoteObject.bucket        64          0.000751  0.006115  0.000096
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/numpy/core/function_base.py:461 _add_docstring        313         0.002039  0.006105  0.000020
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/arrays/sparse/array.py:1 <module>         1           0.000176  0.006097  0.006097
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/pandas/core/ops/__init__.py:172 flex_method_SERIES    22          0.000277  0.006079  0.000276
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/yaml/scanner.py:1311 OrderedLoader.scan_plain_spaces  164         0.002225  0.006025  0.000037
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/site-packages/snakemake/rules.py:1039 Rule.expand_benchmark         58          0.000454  0.006012  0.000104
..make/lib/python3.10/site-packages/google/oauth2/service_account.py:367 Credentials._make_authorization_grant_assertion  2           0.000055  0.006011  0.003005
/home/ubuntu/miniconda3/envs/snakemake/lib/python3.10/posixpath.py:41 _get_sep                                            1036        0.004204  0.006008  0.000006
